"P" "B"
"281" 6.29856611186668 7.38024844469679
"282" 6.23993953397918 7.3036565727512
"283" 6.18756763241609 7.23822700787753
"284" 6.14327805742861 7.18586866415545
"285" 6.1079784931621 7.14813312579078
"286" 6.08272669904724 7.1264524490204
"287" 6.07024123172744 7.12287161973821
"288" 6.06537696846695 7.13508212689257
"289" 6.07417503541744 7.16620965105849
"290" 6.09472723961963 7.2149244567852
"291" 6.12667326956694 7.28031487116612
"292" 6.16944526122271 7.36109037642461
"293" 6.22222771234291 7.45550666757098
"294" 6.28413128186409 7.56156290658528
"295" 6.35333578375233 7.67670531245735
"296" 6.4287081810512 7.7987074427318
"297" 6.50936427710215 7.92535372066928
"298" 6.59326675558986 8.05406894658588
"299" 6.67923872550446 8.18282308859773
"300" 6.76600384453438 8.30976735258521
"301" 6.85240641438189 8.43329916030134
"302" 6.93740522638985 8.55211352112183
"303" 7.02022807881694 8.66523394342298
"304" 7.10002086274975 8.77188631039215
"305" 7.17627855761707 8.87158184965586
"306" 7.24854876870222 8.96402956313075
"307" 7.31663675224312 9.04906899327887
"308" 7.37985432487005 9.12685839528365
"309" 7.44003994242572 9.19742578773333
"310" 7.49239228908022 9.26109869057511
"311" 7.54146882496014 9.31786093436637
"312" 7.58576155984089 9.36814570849638
"313" 7.62533498688017 9.41233909630499
"314" 7.65088727218092 9.44956101748629
"315" 7.69071540718443 9.48319215622352
"316" 7.71673905364386 9.51048943967968
"317" 7.73844033925692 9.53276787754983
"318" 7.76017910893759 9.5495195227505
"319" 7.76946127063116 9.56286106220066
"320" 7.77899477054732 9.57109579965078
"321" 7.78468215663507 9.57497241357203
"322" 7.78663786139088 9.57461184838685
"323" 7.7848772894621 9.57009487568723
"324" 7.77959269955553 9.56147175718288
"325" 7.7707959338363 9.54881366404923
"326" 7.75854343897849 9.53207102866389
"327" 7.74197543160256 9.51103721314808
"328" 7.72384515774483 9.48637562574919
"329" 7.70135779916457 9.45733410048526
"330" 7.67561208378194 9.42406300349104
"331" 7.64655148567638 9.38648656548304
"332" 7.61362175902467 9.3443079259582
"333" 7.57855366713832 9.29806624694282
"334" 7.53931222089622 9.24686648624989
"335" 7.49743126998401 9.19128904358034
"336" 7.4496712385702 9.13022675622338
"337" 7.40325908473601 9.06536557236569
"338" 7.35124628551455 8.99511231711868
"339" 7.2961132901502 8.91994879564688
"340" 7.23774276675085 8.83972353561357
"341" 7.17647961122355 8.75486631768272
"342" 7.11249112690339 8.6654459750411
"343" 7.04565352057947 8.57159279928158
"344" 6.976821153833 8.47373967644675
"345" 6.90466171395186 8.37208035135439
"346" 6.83175852585897 8.26770004920993
"347" 6.75729568821322 8.1611103780066
"348" 6.68167740605264 8.05299556227308
"349" 6.60563722706296 7.94450822995257
"350" 6.5303863593979 7.83711592765913
"351" 6.45647610844538 7.73224208105059
"352" 6.38479796456524 7.6314130297154
"353" 6.31629957135695 7.53634153983994
"354" 6.25169505989643 7.44857494213676
"355" 6.1938252437781 7.37097715438832
"356" 6.14193467865114 7.30441417913794
"357" 6.09836954553448 7.25140499633226
"358" 6.06330113204115 7.21307154959951
"359" 6.03815750436929 7.19110180436304
"360" 6.02224710061182 7.18577924188104
"361" 6.02030020883126 7.19981453883038
"362" 6.02855423406618 7.23136046291729
"363" 6.04837629347027 7.28070357262736
"364" 6.07452881365553 7.34609618364368
"365" 6.12139113711902 7.42876106789343
